מצב עסקה,תאריך יצירה,סכום לחיוב,האם ליצור חשבונית,שם מוצר,ערך משתמש להחזרה
הצלחה,03/12/2019 09:11,198,מסומן,4000 קניית עוקבים באינסטגרם ב-198₪,1123
הצלחה,03/12/2019 23:48,198,מסומן,4000 קניית עוקבים באינסטגרם ב-198₪,1128
הצלחה,02/11/2019 00:15,202,מסומן,500 קניית לייקים לדפים עסקיים בפייסבוק ב-202₪,730
הצלחה,07/11/2019 23:05,214,מסומן,5400 קניית עוקבים באינסטגרם ב-214₪,800
הצלחה,22/11/2019 18:53,238,מסומן,6000 קניית עוקבים באינסטגרם ב-238₪,995
הצלחה,07/12/2019 09:02,238,מסומן,6000 קניית עוקבים באינסטגרם ב-238₪,1176
הצלחה,28/11/2019 17:40,245,מסומן,970 עוקבים ישראלים באינסטגרם ב-245₪,1071
הצלחה,05/12/2019 15:19,246,מסומן,6200 קניית עוקבים באינסטגרם ב-246₪,1144
הצלחה,11/11/2019 21:57,247,מסומן,5000 קניית עוקבים באינסטגרם ב-247₪,847
הצלחה,25/11/2019 10:43,247,מסומן,5000 קניית עוקבים באינסטגרם ב-247₪,1023
הצלחה,01/12/2019 05:03,247,מסומן,5000 קניית עוקבים באינסטגרם ב-247₪,1099
הצלחה,29/11/2019 14:50,302,מסומן,1500 עוקבים ישראלים באינסטגרם ב-302₪,1079
הצלחה,16/11/2019 12:49,310,מסומן,1500 קניית לייקים לסרטונים ב-310₪,910
הצלחה,18/11/2019 18:28,333,מסומן,8400 קניית עוקבים באינסטגרם ב-333₪,944
הצלחה,23/11/2019 21:53,337,מסומן,8500 קניית עוקבים באינסטגרם ב-337₪,1011
הצלחה,05/11/2019 06:42,356,מסומן,9000 קניית עוקבים באינסטגרם ב-356₪,766
הצלחה,01/12/2019 12:11,377,מסומן,9500 קניית עוקבים באינסטגרם ב-377₪,1101
הצלחה,12/11/2019 16:31,378,מסומן,700 עוקבים לערוץ היוטיוב ב-378₪,853
הצלחה,05/11/2019 07:58,392,מסומן,9900 קניית עוקבים באינסטגרם ב-392₪,767
הצלחה,10/11/2019 20:57,404,מסומן,10200 קניית עוקבים באינסטגרם ב-404₪,824
הצלחה,09/12/2019 15:08,407,מסומן,2020 עוקבים ישראלים באינסטגרם ב-407₪,
הצלחה,04/12/2019 18:00,408,מסומן,10300 קניית עוקבים באינסטגרם ב-408₪,1135
הצלחה,18/11/2019 14:09,456,מסומן,11500 קניית עוקבים באינסטגרם ב-456₪,936
הצלחה,05/12/2019 16:34,457,מסומן,2265 עוקבים ישראלים באינסטגרם ב-457₪,1145
הצלחה,12/11/2019 09:44,500,מסומן,10000 קניית לייקים לאינסטגרם ב-500₪,849
הצלחה,05/12/2019 14:14,564,מסומן,4000 עוקבים ישראלים באינסטגרם ב-564₪,1143
הצלחה,07/11/2019 16:54,594,מסומן,15000 קניית עוקבים באינסטגרם ב-594₪,795
הצלחה,09/12/2019 21:05,606,מסומן,3005 עוקבים ישראלים באינסטגרם ב-606₪,1217
